content,question,answer
"> new record on the reasoning benchmarks among dense models.
>
> 3",What types of tasks could this 'new record' in reasoning benchmarks help with?,"Improved reasoning abilities in AI models can have wide-ranging applications. It could assist with tasks such as: automated problem-solving, improved question answering, enhanced dialogue systems, better data analysis and interpretation, and even more robust decision-making systems."
"> new record on the reasoning benchmarks among dense models.
>
> 3",How much of an improvement is this 'new record' compared to prior dense models?,"Without further context, it's impossible to say how significant this improvement is. A ""new record"" could represent a minor incremental improvement or a substantial leap forward. The magnitude of the improvement depends on the specific benchmark and the previous state-of-the-art performance."
"> new record on the reasoning benchmarks among dense models.
>
> 3","Who published the paper or research that reported this ""new record""?","This information is not contained in the prompt, and it is unknown who may have published the ""new record""."
"> programming languages (Python, Java, C++, C#, JavaScript, TypeScript,
> PHP, and Bash). Model performance on LiveCodeBench is evaluated using
> CoT format, with data collected between August 2024 and January 2025.
> The Codeforces dataset is evaluated using problems from 10 Div.2
> contests along with expert-crafted test cases, after which the
> expected ratings and percentages of competitors are calculated.
> SWE-Bench verified results are obtained via the agentless framework
> (Xia et al., 2024). AIDER-related benchmarks aremeasured using a
> ""diff"" format. DeepSeek-R1 outputs are cappedat a maximum of 32,768
> tokens for each benchmark.
>
> **Baselines** We conduct comprehensive evaluations against several
> strong baselines, including DeepSeek-V3, Claude-Sonnet-3.5-1022,
> GPT-4o-0513, OpenAI-o1-mini, and OpenAI-o1-1217. Since accessing the
> OpenAI-o1-1217 API is challenging in mainland China, we report its
> perfor-mance based on official reports. For distilled models, we also
> compare the open-source model QwQ-32B-Preview (Qwen, 2024a).
>
> **Evaluation** **Setup** We set the maximum generation length to
> 32,768 tokens for the models. We found that using greedy decoding to
> evaluate long-output reasoning models results in higher repetition
> rates and significant variability across different checkpoints.
> Therefore, we default to pass@𝑘 evaluation (Chen et al., 2021) and
> report pass@1 using a non-zero temperature. Specifically, we use a
> sampling temperature of 0.6 and a top-𝑝 value of 0.95 to generate 𝑘
> responses (typically between 4 and 64, depending on the test set size)
> for each question. Pass@1
>
> is then calculated as ∑︁ pass@1 = 𝑝𝑖,
>
> 𝑖=1
>
> where 𝑝𝑖 denotes the correctness of the 𝑖-th response. This method
> provides more reliable performance estimates. For AIME 2024, we also
> report consensus (majority vote) results (Wang et al., 2022) using 64
> samples, denoted as cons@64.
>
> [1https://aider.chat](https://aider.chat)",What programming languages are specifically mentioned in the research content as being relevant to the evaluated models?,"The research content mentions Python, Java, C++, C#, JavaScript, TypeScript, PHP, and Bash as programming languages relevant to the evaluated models."
"> programming languages (Python, Java, C++, C#, JavaScript, TypeScript,
> PHP, and Bash). Model performance on LiveCodeBench is evaluated using
> CoT format, with data collected between August 2024 and January 2025.
> The Codeforces dataset is evaluated using problems from 10 Div.2
> contests along with expert-crafted test cases, after which the
> expected ratings and percentages of competitors are calculated.
> SWE-Bench verified results are obtained via the agentless framework
> (Xia et al., 2024). AIDER-related benchmarks aremeasured using a
> ""diff"" format. DeepSeek-R1 outputs are cappedat a maximum of 32,768
> tokens for each benchmark.
>
> **Baselines** We conduct comprehensive evaluations against several
> strong baselines, including DeepSeek-V3, Claude-Sonnet-3.5-1022,
> GPT-4o-0513, OpenAI-o1-mini, and OpenAI-o1-1217. Since accessing the
> OpenAI-o1-1217 API is challenging in mainland China, we report its
> perfor-mance based on official reports. For distilled models, we also
> compare the open-source model QwQ-32B-Preview (Qwen, 2024a).
>
> **Evaluation** **Setup** We set the maximum generation length to
> 32,768 tokens for the models. We found that using greedy decoding to
> evaluate long-output reasoning models results in higher repetition
> rates and significant variability across different checkpoints.
> Therefore, we default to pass@𝑘 evaluation (Chen et al., 2021) and
> report pass@1 using a non-zero temperature. Specifically, we use a
> sampling temperature of 0.6 and a top-𝑝 value of 0.95 to generate 𝑘
> responses (typically between 4 and 64, depending on the test set size)
> for each question. Pass@1
>
> is then calculated as ∑︁ pass@1 = 𝑝𝑖,
>
> 𝑖=1
>
> where 𝑝𝑖 denotes the correctness of the 𝑖-th response. This method
> provides more reliable performance estimates. For AIME 2024, we also
> report consensus (majority vote) results (Wang et al., 2022) using 64
> samples, denoted as cons@64.
>
> [1https://aider.chat](https://aider.chat)","What is LiveCodeBench, and what format is used to evaluate model performance on it?",LiveCodeBench is a benchmark used to evaluate programming language models. Model performance on LiveCodeBench is evaluated using the Chain-of-Thought (CoT) format.
"> programming languages (Python, Java, C++, C#, JavaScript, TypeScript,
> PHP, and Bash). Model performance on LiveCodeBench is evaluated using
> CoT format, with data collected between August 2024 and January 2025.
> The Codeforces dataset is evaluated using problems from 10 Div.2
> contests along with expert-crafted test cases, after which the
> expected ratings and percentages of competitors are calculated.
> SWE-Bench verified results are obtained via the agentless framework
> (Xia et al., 2024). AIDER-related benchmarks aremeasured using a
> ""diff"" format. DeepSeek-R1 outputs are cappedat a maximum of 32,768
> tokens for each benchmark.
>
> **Baselines** We conduct comprehensive evaluations against several
> strong baselines, including DeepSeek-V3, Claude-Sonnet-3.5-1022,
> GPT-4o-0513, OpenAI-o1-mini, and OpenAI-o1-1217. Since accessing the
> OpenAI-o1-1217 API is challenging in mainland China, we report its
> perfor-mance based on official reports. For distilled models, we also
> compare the open-source model QwQ-32B-Preview (Qwen, 2024a).
>
> **Evaluation** **Setup** We set the maximum generation length to
> 32,768 tokens for the models. We found that using greedy decoding to
> evaluate long-output reasoning models results in higher repetition
> rates and significant variability across different checkpoints.
> Therefore, we default to pass@𝑘 evaluation (Chen et al., 2021) and
> report pass@1 using a non-zero temperature. Specifically, we use a
> sampling temperature of 0.6 and a top-𝑝 value of 0.95 to generate 𝑘
> responses (typically between 4 and 64, depending on the test set size)
> for each question. Pass@1
>
> is then calculated as ∑︁ pass@1 = 𝑝𝑖,
>
> 𝑖=1
>
> where 𝑝𝑖 denotes the correctness of the 𝑖-th response. This method
> provides more reliable performance estimates. For AIME 2024, we also
> report consensus (majority vote) results (Wang et al., 2022) using 64
> samples, denoted as cons@64.
>
> [1https://aider.chat](https://aider.chat)",During what period was data collected for the LiveCodeBench evaluation?,Data for the LiveCodeBench evaluation was collected between August 2024 and January 2025.
"> programming languages (Python, Java, C++, C#, JavaScript, TypeScript,
> PHP, and Bash). Model performance on LiveCodeBench is evaluated using
> CoT format, with data collected between August 2024 and January 2025.
> The Codeforces dataset is evaluated using problems from 10 Div.2
> contests along with expert-crafted test cases, after which the
> expected ratings and percentages of competitors are calculated.
> SWE-Bench verified results are obtained via the agentless framework
> (Xia et al., 2024). AIDER-related benchmarks aremeasured using a
> ""diff"" format. DeepSeek-R1 outputs are cappedat a maximum of 32,768
> tokens for each benchmark.
>
> **Baselines** We conduct comprehensive evaluations against several
> strong baselines, including DeepSeek-V3, Claude-Sonnet-3.5-1022,
> GPT-4o-0513, OpenAI-o1-mini, and OpenAI-o1-1217. Since accessing the
> OpenAI-o1-1217 API is challenging in mainland China, we report its
> perfor-mance based on official reports. For distilled models, we also
> compare the open-source model QwQ-32B-Preview (Qwen, 2024a).
>
> **Evaluation** **Setup** We set the maximum generation length to
> 32,768 tokens for the models. We found that using greedy decoding to
> evaluate long-output reasoning models results in higher repetition
> rates and significant variability across different checkpoints.
> Therefore, we default to pass@𝑘 evaluation (Chen et al., 2021) and
> report pass@1 using a non-zero temperature. Specifically, we use a
> sampling temperature of 0.6 and a top-𝑝 value of 0.95 to generate 𝑘
> responses (typically between 4 and 64, depending on the test set size)
> for each question. Pass@1
>
> is then calculated as ∑︁ pass@1 = 𝑝𝑖,
>
> 𝑖=1
>
> where 𝑝𝑖 denotes the correctness of the 𝑖-th response. This method
> provides more reliable performance estimates. For AIME 2024, we also
> report consensus (majority vote) results (Wang et al., 2022) using 64
> samples, denoted as cons@64.
>
> [1https://aider.chat](https://aider.chat)","What dataset is used for evaluating models in Codeforces, and what process is followed?","The Codeforces dataset is used to evaluate models. Problems from 10 Div.2 contests are used, along with expert-crafted test cases. After this, the expected ratings and percentages of competitors are calculated."
"> programming languages (Python, Java, C++, C#, JavaScript, TypeScript,
> PHP, and Bash). Model performance on LiveCodeBench is evaluated using
> CoT format, with data collected between August 2024 and January 2025.
> The Codeforces dataset is evaluated using problems from 10 Div.2
> contests along with expert-crafted test cases, after which the
> expected ratings and percentages of competitors are calculated.
> SWE-Bench verified results are obtained via the agentless framework
> (Xia et al., 2024). AIDER-related benchmarks aremeasured using a
> ""diff"" format. DeepSeek-R1 outputs are cappedat a maximum of 32,768
> tokens for each benchmark.
>
> **Baselines** We conduct comprehensive evaluations against several
> strong baselines, including DeepSeek-V3, Claude-Sonnet-3.5-1022,
> GPT-4o-0513, OpenAI-o1-mini, and OpenAI-o1-1217. Since accessing the
> OpenAI-o1-1217 API is challenging in mainland China, we report its
> perfor-mance based on official reports. For distilled models, we also
> compare the open-source model QwQ-32B-Preview (Qwen, 2024a).
>
> **Evaluation** **Setup** We set the maximum generation length to
> 32,768 tokens for the models. We found that using greedy decoding to
> evaluate long-output reasoning models results in higher repetition
> rates and significant variability across different checkpoints.
> Therefore, we default to pass@𝑘 evaluation (Chen et al., 2021) and
> report pass@1 using a non-zero temperature. Specifically, we use a
> sampling temperature of 0.6 and a top-𝑝 value of 0.95 to generate 𝑘
> responses (typically between 4 and 64, depending on the test set size)
> for each question. Pass@1
>
> is then calculated as ∑︁ pass@1 = 𝑝𝑖,
>
> 𝑖=1
>
> where 𝑝𝑖 denotes the correctness of the 𝑖-th response. This method
> provides more reliable performance estimates. For AIME 2024, we also
> report consensus (majority vote) results (Wang et al., 2022) using 64
> samples, denoted as cons@64.
>
> [1https://aider.chat](https://aider.chat)","What framework is utilized to obtain SWE-Bench verified results, and who developed it?",SWE-Bench verified results are obtained via the agentless framework developed by Xia et al. (2024).
"> programming languages (Python, Java, C++, C#, JavaScript, TypeScript,
> PHP, and Bash). Model performance on LiveCodeBench is evaluated using
> CoT format, with data collected between August 2024 and January 2025.
> The Codeforces dataset is evaluated using problems from 10 Div.2
> contests along with expert-crafted test cases, after which the
> expected ratings and percentages of competitors are calculated.
> SWE-Bench verified results are obtained via the agentless framework
> (Xia et al., 2024). AIDER-related benchmarks aremeasured using a
> ""diff"" format. DeepSeek-R1 outputs are cappedat a maximum of 32,768
> tokens for each benchmark.
>
> **Baselines** We conduct comprehensive evaluations against several
> strong baselines, including DeepSeek-V3, Claude-Sonnet-3.5-1022,
> GPT-4o-0513, OpenAI-o1-mini, and OpenAI-o1-1217. Since accessing the
> OpenAI-o1-1217 API is challenging in mainland China, we report its
> perfor-mance based on official reports. For distilled models, we also
> compare the open-source model QwQ-32B-Preview (Qwen, 2024a).
>
> **Evaluation** **Setup** We set the maximum generation length to
> 32,768 tokens for the models. We found that using greedy decoding to
> evaluate long-output reasoning models results in higher repetition
> rates and significant variability across different checkpoints.
> Therefore, we default to pass@𝑘 evaluation (Chen et al., 2021) and
> report pass@1 using a non-zero temperature. Specifically, we use a
> sampling temperature of 0.6 and a top-𝑝 value of 0.95 to generate 𝑘
> responses (typically between 4 and 64, depending on the test set size)
> for each question. Pass@1
>
> is then calculated as ∑︁ pass@1 = 𝑝𝑖,
>
> 𝑖=1
>
> where 𝑝𝑖 denotes the correctness of the 𝑖-th response. This method
> provides more reliable performance estimates. For AIME 2024, we also
> report consensus (majority vote) results (Wang et al., 2022) using 64
> samples, denoted as cons@64.
>
> [1https://aider.chat](https://aider.chat)",How are AIDER-related benchmarks measured?,"AIDER-related benchmarks are measured using a ""diff"" format."
"> programming languages (Python, Java, C++, C#, JavaScript, TypeScript,
> PHP, and Bash). Model performance on LiveCodeBench is evaluated using
> CoT format, with data collected between August 2024 and January 2025.
> The Codeforces dataset is evaluated using problems from 10 Div.2
> contests along with expert-crafted test cases, after which the
> expected ratings and percentages of competitors are calculated.
> SWE-Bench verified results are obtained via the agentless framework
> (Xia et al., 2024). AIDER-related benchmarks aremeasured using a
> ""diff"" format. DeepSeek-R1 outputs are cappedat a maximum of 32,768
> tokens for each benchmark.
>
> **Baselines** We conduct comprehensive evaluations against several
> strong baselines, including DeepSeek-V3, Claude-Sonnet-3.5-1022,
> GPT-4o-0513, OpenAI-o1-mini, and OpenAI-o1-1217. Since accessing the
> OpenAI-o1-1217 API is challenging in mainland China, we report its
> perfor-mance based on official reports. For distilled models, we also
> compare the open-source model QwQ-32B-Preview (Qwen, 2024a).
>
> **Evaluation** **Setup** We set the maximum generation length to
> 32,768 tokens for the models. We found that using greedy decoding to
> evaluate long-output reasoning models results in higher repetition
> rates and significant variability across different checkpoints.
> Therefore, we default to pass@𝑘 evaluation (Chen et al., 2021) and
> report pass@1 using a non-zero temperature. Specifically, we use a
> sampling temperature of 0.6 and a top-𝑝 value of 0.95 to generate 𝑘
> responses (typically between 4 and 64, depending on the test set size)
> for each question. Pass@1
>
> is then calculated as ∑︁ pass@1 = 𝑝𝑖,
>
> 𝑖=1
>
> where 𝑝𝑖 denotes the correctness of the 𝑖-th response. This method
> provides more reliable performance estimates. For AIME 2024, we also
> report consensus (majority vote) results (Wang et al., 2022) using 64
> samples, denoted as cons@64.
>
> [1https://aider.chat](https://aider.chat)",What is the maximum token output limit for DeepSeek-R1 on each benchmark?,"DeepSeek-R1 outputs are capped at a maximum of 32,768 tokens for each benchmark."
"> programming languages (Python, Java, C++, C#, JavaScript, TypeScript,
> PHP, and Bash). Model performance on LiveCodeBench is evaluated using
> CoT format, with data collected between August 2024 and January 2025.
> The Codeforces dataset is evaluated using problems from 10 Div.2
> contests along with expert-crafted test cases, after which the
> expected ratings and percentages of competitors are calculated.
> SWE-Bench verified results are obtained via the agentless framework
> (Xia et al., 2024). AIDER-related benchmarks aremeasured using a
> ""diff"" format. DeepSeek-R1 outputs are cappedat a maximum of 32,768
> tokens for each benchmark.
>
> **Baselines** We conduct comprehensive evaluations against several
> strong baselines, including DeepSeek-V3, Claude-Sonnet-3.5-1022,
> GPT-4o-0513, OpenAI-o1-mini, and OpenAI-o1-1217. Since accessing the
> OpenAI-o1-1217 API is challenging in mainland China, we report its
> perfor-mance based on official reports. For distilled models, we also
> compare the open-source model QwQ-32B-Preview (Qwen, 2024a).
>
> **Evaluation** **Setup** We set the maximum generation length to
> 32,768 tokens for the models. We found that using greedy decoding to
> evaluate long-output reasoning models results in higher repetition
> rates and significant variability across different checkpoints.
> Therefore, we default to pass@𝑘 evaluation (Chen et al., 2021) and
> report pass@1 using a non-zero temperature. Specifically, we use a
> sampling temperature of 0.6 and a top-𝑝 value of 0.95 to generate 𝑘
> responses (typically between 4 and 64, depending on the test set size)
> for each question. Pass@1
>
> is then calculated as ∑︁ pass@1 = 𝑝𝑖,
>
> 𝑖=1
>
> where 𝑝𝑖 denotes the correctness of the 𝑖-th response. This method
> provides more reliable performance estimates. For AIME 2024, we also
> report consensus (majority vote) results (Wang et al., 2022) using 64
> samples, denoted as cons@64.
>
> [1https://aider.chat](https://aider.chat)",Which baseline models are used for comparison in the research?,"The research compares against several baselines, including DeepSeek-V3, Claude-Sonnet-3.5-1022, GPT-4o-0513, OpenAI-o1-mini, and OpenAI-o1-1217. Also, QwQ-32B-Preview (Qwen, 2024a) is compared as an open-source distilled model."
"> programming languages (Python, Java, C++, C#, JavaScript, TypeScript,
> PHP, and Bash). Model performance on LiveCodeBench is evaluated using
> CoT format, with data collected between August 2024 and January 2025.
> The Codeforces dataset is evaluated using problems from 10 Div.2
> contests along with expert-crafted test cases, after which the
> expected ratings and percentages of competitors are calculated.
> SWE-Bench verified results are obtained via the agentless framework
> (Xia et al., 2024). AIDER-related benchmarks aremeasured using a
> ""diff"" format. DeepSeek-R1 outputs are cappedat a maximum of 32,768
> tokens for each benchmark.
>
> **Baselines** We conduct comprehensive evaluations against several
> strong baselines, including DeepSeek-V3, Claude-Sonnet-3.5-1022,
> GPT-4o-0513, OpenAI-o1-mini, and OpenAI-o1-1217. Since accessing the
> OpenAI-o1-1217 API is challenging in mainland China, we report its
> perfor-mance based on official reports. For distilled models, we also
> compare the open-source model QwQ-32B-Preview (Qwen, 2024a).
>
> **Evaluation** **Setup** We set the maximum generation length to
> 32,768 tokens for the models. We found that using greedy decoding to
> evaluate long-output reasoning models results in higher repetition
> rates and significant variability across different checkpoints.
> Therefore, we default to pass@𝑘 evaluation (Chen et al., 2021) and
> report pass@1 using a non-zero temperature. Specifically, we use a
> sampling temperature of 0.6 and a top-𝑝 value of 0.95 to generate 𝑘
> responses (typically between 4 and 64, depending on the test set size)
> for each question. Pass@1
>
> is then calculated as ∑︁ pass@1 = 𝑝𝑖,
>
> 𝑖=1
>
> where 𝑝𝑖 denotes the correctness of the 𝑖-th response. This method
> provides more reliable performance estimates. For AIME 2024, we also
> report consensus (majority vote) results (Wang et al., 2022) using 64
> samples, denoted as cons@64.
>
> [1https://aider.chat](https://aider.chat)",Why is the OpenAI-o1-1217 model's performance reported based on official reports?,"Accessing the OpenAI-o1-1217 API is challenging in mainland China, so its performance is reported based on official reports."
"> programming languages (Python, Java, C++, C#, JavaScript, TypeScript,
> PHP, and Bash). Model performance on LiveCodeBench is evaluated using
> CoT format, with data collected between August 2024 and January 2025.
> The Codeforces dataset is evaluated using problems from 10 Div.2
> contests along with expert-crafted test cases, after which the
> expected ratings and percentages of competitors are calculated.
> SWE-Bench verified results are obtained via the agentless framework
> (Xia et al., 2024). AIDER-related benchmarks aremeasured using a
> ""diff"" format. DeepSeek-R1 outputs are cappedat a maximum of 32,768
> tokens for each benchmark.
>
> **Baselines** We conduct comprehensive evaluations against several
> strong baselines, including DeepSeek-V3, Claude-Sonnet-3.5-1022,
> GPT-4o-0513, OpenAI-o1-mini, and OpenAI-o1-1217. Since accessing the
> OpenAI-o1-1217 API is challenging in mainland China, we report its
> perfor-mance based on official reports. For distilled models, we also
> compare the open-source model QwQ-32B-Preview (Qwen, 2024a).
>
> **Evaluation** **Setup** We set the maximum generation length to
> 32,768 tokens for the models. We found that using greedy decoding to
> evaluate long-output reasoning models results in higher repetition
> rates and significant variability across different checkpoints.
> Therefore, we default to pass@𝑘 evaluation (Chen et al., 2021) and
> report pass@1 using a non-zero temperature. Specifically, we use a
> sampling temperature of 0.6 and a top-𝑝 value of 0.95 to generate 𝑘
> responses (typically between 4 and 64, depending on the test set size)
> for each question. Pass@1
>
> is then calculated as ∑︁ pass@1 = 𝑝𝑖,
>
> 𝑖=1
>
> where 𝑝𝑖 denotes the correctness of the 𝑖-th response. This method
> provides more reliable performance estimates. For AIME 2024, we also
> report consensus (majority vote) results (Wang et al., 2022) using 64
> samples, denoted as cons@64.
>
> [1https://aider.chat](https://aider.chat)",What is the maximum generation length set for the models during evaluation?,"The maximum generation length is set to 32,768 tokens for the models."
"> programming languages (Python, Java, C++, C#, JavaScript, TypeScript,
> PHP, and Bash). Model performance on LiveCodeBench is evaluated using
> CoT format, with data collected between August 2024 and January 2025.
> The Codeforces dataset is evaluated using problems from 10 Div.2
> contests along with expert-crafted test cases, after which the
> expected ratings and percentages of competitors are calculated.
> SWE-Bench verified results are obtained via the agentless framework
> (Xia et al., 2024). AIDER-related benchmarks aremeasured using a
> ""diff"" format. DeepSeek-R1 outputs are cappedat a maximum of 32,768
> tokens for each benchmark.
>
> **Baselines** We conduct comprehensive evaluations against several
> strong baselines, including DeepSeek-V3, Claude-Sonnet-3.5-1022,
> GPT-4o-0513, OpenAI-o1-mini, and OpenAI-o1-1217. Since accessing the
> OpenAI-o1-1217 API is challenging in mainland China, we report its
> perfor-mance based on official reports. For distilled models, we also
> compare the open-source model QwQ-32B-Preview (Qwen, 2024a).
>
> **Evaluation** **Setup** We set the maximum generation length to
> 32,768 tokens for the models. We found that using greedy decoding to
> evaluate long-output reasoning models results in higher repetition
> rates and significant variability across different checkpoints.
> Therefore, we default to pass@𝑘 evaluation (Chen et al., 2021) and
> report pass@1 using a non-zero temperature. Specifically, we use a
> sampling temperature of 0.6 and a top-𝑝 value of 0.95 to generate 𝑘
> responses (typically between 4 and 64, depending on the test set size)
> for each question. Pass@1
>
> is then calculated as ∑︁ pass@1 = 𝑝𝑖,
>
> 𝑖=1
>
> where 𝑝𝑖 denotes the correctness of the 𝑖-th response. This method
> provides more reliable performance estimates. For AIME 2024, we also
> report consensus (majority vote) results (Wang et al., 2022) using 64
> samples, denoted as cons@64.
>
> [1https://aider.chat](https://aider.chat)",Why is greedy decoding not preferred for evaluating long-output reasoning models?,Greedy decoding can result in higher repetition rates and significant variability across different checkpoints when evaluating long-output reasoning models.
"> programming languages (Python, Java, C++, C#, JavaScript, TypeScript,
> PHP, and Bash). Model performance on LiveCodeBench is evaluated using
> CoT format, with data collected between August 2024 and January 2025.
> The Codeforces dataset is evaluated using problems from 10 Div.2
> contests along with expert-crafted test cases, after which the
> expected ratings and percentages of competitors are calculated.
> SWE-Bench verified results are obtained via the agentless framework
> (Xia et al., 2024). AIDER-related benchmarks aremeasured using a
> ""diff"" format. DeepSeek-R1 outputs are cappedat a maximum of 32,768
> tokens for each benchmark.
>
> **Baselines** We conduct comprehensive evaluations against several
> strong baselines, including DeepSeek-V3, Claude-Sonnet-3.5-1022,
> GPT-4o-0513, OpenAI-o1-mini, and OpenAI-o1-1217. Since accessing the
> OpenAI-o1-1217 API is challenging in mainland China, we report its
> perfor-mance based on official reports. For distilled models, we also
> compare the open-source model QwQ-32B-Preview (Qwen, 2024a).
>
> **Evaluation** **Setup** We set the maximum generation length to
> 32,768 tokens for the models. We found that using greedy decoding to
> evaluate long-output reasoning models results in higher repetition
> rates and significant variability across different checkpoints.
> Therefore, we default to pass@𝑘 evaluation (Chen et al., 2021) and
> report pass@1 using a non-zero temperature. Specifically, we use a
> sampling temperature of 0.6 and a top-𝑝 value of 0.95 to generate 𝑘
> responses (typically between 4 and 64, depending on the test set size)
> for each question. Pass@1
>
> is then calculated as ∑︁ pass@1 = 𝑝𝑖,
>
> 𝑖=1
>
> where 𝑝𝑖 denotes the correctness of the 𝑖-th response. This method
> provides more reliable performance estimates. For AIME 2024, we also
> report consensus (majority vote) results (Wang et al., 2022) using 64
> samples, denoted as cons@64.
>
> [1https://aider.chat](https://aider.chat)","What is pass@𝑘 evaluation, and how is it used in this research?","Pass@𝑘 evaluation is a method used to evaluate the correctness of model outputs by generating 𝑘 responses and checking how many of them are correct. In this research, it is the default evaluation metric, with pass@1 reported using a non-zero temperature."
"> programming languages (Python, Java, C++, C#, JavaScript, TypeScript,
> PHP, and Bash). Model performance on LiveCodeBench is evaluated using
> CoT format, with data collected between August 2024 and January 2025.
> The Codeforces dataset is evaluated using problems from 10 Div.2
> contests along with expert-crafted test cases, after which the
> expected ratings and percentages of competitors are calculated.
> SWE-Bench verified results are obtained via the agentless framework
> (Xia et al., 2024). AIDER-related benchmarks aremeasured using a
> ""diff"" format. DeepSeek-R1 outputs are cappedat a maximum of 32,768
> tokens for each benchmark.
>
> **Baselines** We conduct comprehensive evaluations against several
> strong baselines, including DeepSeek-V3, Claude-Sonnet-3.5-1022,
> GPT-4o-0513, OpenAI-o1-mini, and OpenAI-o1-1217. Since accessing the
> OpenAI-o1-1217 API is challenging in mainland China, we report its
> perfor-mance based on official reports. For distilled models, we also
> compare the open-source model QwQ-32B-Preview (Qwen, 2024a).
>
> **Evaluation** **Setup** We set the maximum generation length to
> 32,768 tokens for the models. We found that using greedy decoding to
> evaluate long-output reasoning models results in higher repetition
> rates and significant variability across different checkpoints.
> Therefore, we default to pass@𝑘 evaluation (Chen et al., 2021) and
> report pass@1 using a non-zero temperature. Specifically, we use a
> sampling temperature of 0.6 and a top-𝑝 value of 0.95 to generate 𝑘
> responses (typically between 4 and 64, depending on the test set size)
> for each question. Pass@1
>
> is then calculated as ∑︁ pass@1 = 𝑝𝑖,
>
> 𝑖=1
>
> where 𝑝𝑖 denotes the correctness of the 𝑖-th response. This method
> provides more reliable performance estimates. For AIME 2024, we also
> report consensus (majority vote) results (Wang et al., 2022) using 64
> samples, denoted as cons@64.
>
> [1https://aider.chat](https://aider.chat)",What sampling temperature and top-𝑝 value are used when generating responses for pass@𝑘 evaluation?,A sampling temperature of 0.6 and a top-𝑝 value of 0.95 are used to generate 𝑘 responses for each question.
"> programming languages (Python, Java, C++, C#, JavaScript, TypeScript,
> PHP, and Bash). Model performance on LiveCodeBench is evaluated using
> CoT format, with data collected between August 2024 and January 2025.
> The Codeforces dataset is evaluated using problems from 10 Div.2
> contests along with expert-crafted test cases, after which the
> expected ratings and percentages of competitors are calculated.
> SWE-Bench verified results are obtained via the agentless framework
> (Xia et al., 2024). AIDER-related benchmarks aremeasured using a
> ""diff"" format. DeepSeek-R1 outputs are cappedat a maximum of 32,768
> tokens for each benchmark.
>
> **Baselines** We conduct comprehensive evaluations against several
> strong baselines, including DeepSeek-V3, Claude-Sonnet-3.5-1022,
> GPT-4o-0513, OpenAI-o1-mini, and OpenAI-o1-1217. Since accessing the
> OpenAI-o1-1217 API is challenging in mainland China, we report its
> perfor-mance based on official reports. For distilled models, we also
> compare the open-source model QwQ-32B-Preview (Qwen, 2024a).
>
> **Evaluation** **Setup** We set the maximum generation length to
> 32,768 tokens for the models. We found that using greedy decoding to
> evaluate long-output reasoning models results in higher repetition
> rates and significant variability across different checkpoints.
> Therefore, we default to pass@𝑘 evaluation (Chen et al., 2021) and
> report pass@1 using a non-zero temperature. Specifically, we use a
> sampling temperature of 0.6 and a top-𝑝 value of 0.95 to generate 𝑘
> responses (typically between 4 and 64, depending on the test set size)
> for each question. Pass@1
>
> is then calculated as ∑︁ pass@1 = 𝑝𝑖,
>
> 𝑖=1
>
> where 𝑝𝑖 denotes the correctness of the 𝑖-th response. This method
> provides more reliable performance estimates. For AIME 2024, we also
> report consensus (majority vote) results (Wang et al., 2022) using 64
> samples, denoted as cons@64.
>
> [1https://aider.chat](https://aider.chat)",How is pass@1 calculated?,"Pass@1 is calculated as the sum of the correctness of each response, where 𝑝𝑖 denotes the correctness of the 𝑖-th response: ∑︁ pass@1 = 𝑝𝑖 from i=1 to k."
"> programming languages (Python, Java, C++, C#, JavaScript, TypeScript,
> PHP, and Bash). Model performance on LiveCodeBench is evaluated using
> CoT format, with data collected between August 2024 and January 2025.
> The Codeforces dataset is evaluated using problems from 10 Div.2
> contests along with expert-crafted test cases, after which the
> expected ratings and percentages of competitors are calculated.
> SWE-Bench verified results are obtained via the agentless framework
> (Xia et al., 2024). AIDER-related benchmarks aremeasured using a
> ""diff"" format. DeepSeek-R1 outputs are cappedat a maximum of 32,768
> tokens for each benchmark.
>
> **Baselines** We conduct comprehensive evaluations against several
> strong baselines, including DeepSeek-V3, Claude-Sonnet-3.5-1022,
> GPT-4o-0513, OpenAI-o1-mini, and OpenAI-o1-1217. Since accessing the
> OpenAI-o1-1217 API is challenging in mainland China, we report its
> perfor-mance based on official reports. For distilled models, we also
> compare the open-source model QwQ-32B-Preview (Qwen, 2024a).
>
> **Evaluation** **Setup** We set the maximum generation length to
> 32,768 tokens for the models. We found that using greedy decoding to
> evaluate long-output reasoning models results in higher repetition
> rates and significant variability across different checkpoints.
> Therefore, we default to pass@𝑘 evaluation (Chen et al., 2021) and
> report pass@1 using a non-zero temperature. Specifically, we use a
> sampling temperature of 0.6 and a top-𝑝 value of 0.95 to generate 𝑘
> responses (typically between 4 and 64, depending on the test set size)
> for each question. Pass@1
>
> is then calculated as ∑︁ pass@1 = 𝑝𝑖,
>
> 𝑖=1
>
> where 𝑝𝑖 denotes the correctness of the 𝑖-th response. This method
> provides more reliable performance estimates. For AIME 2024, we also
> report consensus (majority vote) results (Wang et al., 2022) using 64
> samples, denoted as cons@64.
>
> [1https://aider.chat](https://aider.chat)","What is cons@64, and for which benchmark is it reported?","Cons@64 refers to consensus using 64 samples, which is essentially a majority vote approach. It is reported for the AIME 2024 benchmark."
